"Count","Frequency"
29,0.167630057803468
13,0.0751445086705202
10,0.0578034682080925
5,0.0289017341040462
11,0.0635838150289017
10,0.0578034682080925
7,0.0404624277456647
8,0.046242774566474
12,0.069364161849711
9,0.0520231213872832
14,0.0809248554913295
16,0.092485549132948
15,0.0867052023121387
9,0.0520231213872832
4,0.023121387283237
1,0.00578034682080925
